STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
West bengal,COOCHBEHAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,DAKSHIN DINAJPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,DARJEELING,2004,0,0,0,0,0,0,0,0,0,1,0,0,1
West bengal,HOOGHLY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,HOWRAH,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,HOWRAH CITY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,HOWRAH G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,JALPAIGURI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,KHARAGPUR G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,KOLKATA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,MALDA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,MURSHIDABAD,2004,0,1,0,0,0,0,0,0,0,2,1,0,3
West bengal,NADIA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,PASCHIM MIDNAPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,PURAB MIDNAPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,PURULIA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,SEALDAH G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,SILIGURI G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
West bengal,UTTAR DINAJPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
A & n islands,ANDAMAN,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
A & n islands,NICOBAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,CHANDIGARH,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
D & n haveli,D and N HAVELI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & diu,DAMAN,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & diu,DIU,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,CENTRAL,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
Delhi,EAST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,GRP(RLY),2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,IGI AIRPORT,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,NEW DELHI,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
Delhi,NORTH,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,NORTH-EAST,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
Delhi,NORTH-WEST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,SOUTH,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,SOUTH-WEST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,STF,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
Delhi,WEST,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
Lakshadweep,LAKSHADWEEP,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,PONDICHERRY,2004,0,0,0,0,0,0,0,0,20,3,0,0,23
Andhra pradesh,ADILABAD,2005,0,5,0,0,0,0,6,26,0,37,11,0,74
Andhra pradesh,ANANTAPUR,2005,2,0,0,0,0,0,26,80,0,0,28,0,108
Andhra pradesh,CHITTOOR,2005,0,5,0,0,0,1,16,24,0,19,21,1,65
Andhra pradesh,CUDDAPAH,2005,3,1,2,0,0,0,16,16,0,46,22,0,84
Andhra pradesh,CYBERABAD,2005,9,5,5,0,0,2,46,69,0,23,65,2,159
Andhra pradesh,EAST GODAVARI,2005,0,6,1,0,0,0,14,127,32,40,21,0,220
Andhra pradesh,GUNTAKAL RLY.,2005,0,0,0,0,0,0,0,1,0,0,0,0,1
Andhra pradesh,GUNTUR,2005,2,6,0,0,0,0,27,13,2,52,35,0,102
Andhra pradesh,HYDERABAD CITY,2005,0,0,0,0,0,0,0,75,0,75,0,0,150
Andhra pradesh,KARIMNAGAR,2005,0,2,0,0,0,0,7,142,2,178,9,0,331
Andhra pradesh,KHAMMAM,2005,0,1,0,0,0,1,10,16,0,29,11,1,57
Andhra pradesh,KRISHNA,2005,2,1,1,0,0,0,17,19,0,62,21,0,102
Andhra pradesh,KURNOOL,2005,3,3,1,0,0,1,39,66,1,89,46,1,203
Andhra pradesh,MAHABOOBNAGAR,2005,4,8,7,0,0,0,28,40,1,94,47,0,182
Andhra pradesh,MEDAK,2005,0,1,0,0,0,0,3,41,0,37,4,0,82
Andhra pradesh,NALGONDA,2005,2,5,0,0,0,1,10,86,0,72,17,1,176
Andhra pradesh,NELLORE,2005,3,1,0,0,0,1,25,144,2,120,29,1,296
Andhra pradesh,NIZAMABAD,2005,1,1,0,0,0,1,14,19,0,24,16,1,60
Andhra pradesh,PRAKASHAM,2005,0,2,1,0,0,0,48,7,1,15,51,0,74
Andhra pradesh,RANGA REDDY,2005,0,1,0,0,0,0,1,33,0,0,2,0,35
Andhra pradesh,SECUNDERABAD RLY.,2005,0,0,0,0,0,0,0,2,0,0,0,0,2
Andhra pradesh,SRIKAKULAM,2005,0,0,0,0,0,0,12,36,0,26,12,0,74
Andhra pradesh,VIJAYAWADA,2005,1,2,3,0,0,0,56,11,5,29,62,0,107
Andhra pradesh,VIJAYAWADA RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra pradesh,VISAKHA RURAL,2005,1,2,0,0,0,0,0,34,0,41,3,0,78
Andhra pradesh,VISAKHAPATNAM,2005,0,3,0,0,0,0,1,35,0,0,4,0,39
Andhra pradesh,VIZIANAGARAM,2005,0,2,0,0,0,0,2,11,15,1,4,0,31
Andhra pradesh,WARANGAL,2005,0,3,0,0,0,0,11,14,0,20,14,0,48
Andhra pradesh,WEST GODAVARI,2005,4,8,0,0,0,1,24,57,0,83,36,1,177
Arunachal pradesh,CHANGLANG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,DIBANG VALLEY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,K/KUMEY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,KAMENG EAST,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,KAMENG WEST,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,LOHIT,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,PAPUM PARE,2005,1,0,0,0,1,0,0,0,0,0,1,1,2
Arunachal pradesh,SIANG EAST,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,SIANG UPPER,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,SIANG WEST,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,SUBANSIRI LOWER,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,SUBANSIRI UPPER,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,TAWANG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,TIRAP,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal pradesh,UPPER DIBANG VALLEY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,BARPETA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,BASKA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,BONGAIGAON,2005,0,0,0,0,0,2,10,0,0,25,10,2,37
Assam,C.I.D.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,CACHAR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,CHIRANG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,DARRANG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,DHEMAJI,2005,0,2,4,0,6,2,36,0,0,15,42,8,65
Assam,DHUBRI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,DIBRUGARH,2005,3,1,0,1,0,0,5,0,0,23,9,1,33
Assam,G.R.P.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,GOALPARA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,GOLAGHAT,2005,3,1,0,0,0,0,0,0,0,0,4,0,4
Assam,GUWAHATI CITY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,HAILAKANDI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,JORHAT,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,KAMRUP,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,KARBI ANGLONG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,KARIMGANJ,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,KOKRAJHAR,2005,5,4,5,0,2,0,7,0,0,0,21,2,23
Assam,LAKHIMPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,MORIGAON,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,N.C.HILLS,2005,0,0,0,0,0,0,2,0,0,5,2,0,7
Assam,NAGAON,2005,2,4,6,0,0,2,13,0,0,23,25,2,50
Assam,NALBARI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,R.P.O.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,SIBSAGAR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,SONITPUR,2005,8,2,10,2,0,1,38,0,0,2,58,3,63
Assam,TINSUKIA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,UDALGURI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,ARARIA,2005,1,0,0,0,0,1,14,15,0,0,15,1,31
Bihar,ARWAL,2005,0,0,0,0,0,0,0,2,0,0,0,0,2
Bihar,AURANGABAD,2005,0,0,0,0,0,0,0,37,0,0,0,0,37
Bihar,BAGAHA,2005,0,0,0,0,0,0,0,0,14,0,0,0,14
Bihar,BANKA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,BEGUSARAI,2005,0,0,0,0,0,0,0,25,19,0,0,0,44
Bihar,BETTIAH,2005,0,0,0,0,0,0,60,0,0,0,60,0,60
Bihar,BHABHUA,2005,0,0,0,0,0,1,14,17,0,2,14,1,34
Bihar,BHAGALPUR,2005,2,0,1,0,0,2,0,41,0,36,3,2,82
Bihar,BHOJPUR,2005,0,0,0,0,0,0,0,59,0,0,0,0,59
Bihar,BUXAR,2005,0,0,0,0,0,0,5,8,21,0,5,0,34
Bihar,DARBHANGA,2005,0,0,0,0,0,0,0,79,0,0,0,0,79
Bihar,GAYA,2005,0,1,0,0,0,3,19,41,0,18,20,3,82
Bihar,GOPALGANJ,2005,0,0,0,0,0,3,5,49,0,0,5,3,57
Bihar,JAMALPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,JAMUI,2005,0,0,0,0,0,0,0,34,19,0,0,0,53
Bihar,JEHANABAD,2005,2,1,0,1,0,1,3,12,0,5,6,2,25
Bihar,KATIHAR,2005,0,0,0,0,0,0,5,5,0,0,5,0,10
Bihar,KATIHAR RLY.,2005,0,0,0,0,0,0,0,1,0,0,0,0,1
Bihar,KHAGARIA,2005,0,0,0,0,0,0,0,3,0,0,0,0,3
Bihar,KISHANGANJ,2005,0,0,1,0,0,0,0,5,0,5,1,0,11
Bihar,LAKHISARAI,2005,0,0,0,0,1,0,0,0,0,0,0,1,1
Bihar,MADHEPURA,2005,0,4,0,0,0,0,0,39,0,0,4,0,43
Bihar,MADHUBANI,2005,0,0,0,0,0,0,0,62,0,0,0,0,62
Bihar,MOTIHARI,2005,0,0,0,0,0,0,25,84,2,3,25,0,114
Bihar,MUNGER,2005,0,0,0,0,0,0,17,23,0,0,17,0,40
Bihar,MUZAFFARPUR,2005,0,0,0,0,0,0,46,46,0,0,46,0,92
Bihar,MUZAFFARPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,NALANDA,2005,4,3,0,0,2,0,5,68,6,4,12,2,92
Bihar,NAUGACHIA,2005,0,0,0,0,0,0,0,7,0,0,0,0,7
Bihar,NAWADAH,2005,0,0,0,0,0,0,0,8,3,0,0,0,11
Bihar,PATNA,2005,0,2,1,3,2,1,6,19,0,4,9,6,38
Bihar,PATNA RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,PURNEA,2005,0,0,0,0,0,0,2,5,0,3,2,0,10
Bihar,ROHTAS,2005,0,0,0,0,0,0,0,2,0,0,0,0,2
Bihar,SAHARSA,2005,0,0,0,0,1,3,12,21,0,7,12,4,44
Bihar,SAMASTIPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,SARAN,2005,0,2,0,0,0,0,4,79,0,0,6,0,85
Bihar,SHEIKHPURA,2005,0,0,0,0,0,0,0,18,0,18,0,0,36
Bihar,SHEOHAR,2005,0,0,0,0,0,0,0,3,0,0,0,0,3
Bihar,SITAMARHI,2005,0,0,0,0,0,0,0,25,6,0,0,0,31
Bihar,SIWAN,2005,3,0,0,0,0,1,5,15,5,0,8,1,29
Bihar,SUPAUL,2005,0,0,0,0,0,0,0,10,0,0,0,0,10
Bihar,VAISHALI,2005,0,3,2,0,0,3,72,174,0,102,77,3,356
Chhattisgarh,BALRAMPUR,2005,0,1,0,0,0,0,0,0,0,3,1,0,4
Chhattisgarh,BILASPUR,2005,2,4,0,0,0,0,18,1,0,18,24,0,43
Chhattisgarh,BIZAPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,DANTEWARA,2005,0,0,0,0,0,0,0,2,0,2,0,0,4
Chhattisgarh,DHAMTARI,2005,0,2,0,0,0,0,1,0,0,5,3,0,8
Chhattisgarh,DURG,2005,0,3,0,0,0,0,0,0,0,19,3,0,22
Chhattisgarh,GRP RAIPUR,2005,0,0,0,0,0,0,1,0,0,0,1,0,1
Chhattisgarh,JAGDALPUR,2005,0,1,0,0,0,0,0,0,0,0,1,0,1
Chhattisgarh,JANJGIR,2005,1,2,0,0,0,0,1,0,0,33,4,0,37
Chhattisgarh,JASHPUR,2005,0,2,0,0,0,0,0,2,0,13,2,0,17
Chhattisgarh,KABIRDHAM,2005,1,1,1,0,0,0,11,21,0,8,14,0,43
Chhattisgarh,KANKER,2005,0,2,0,0,0,0,0,0,0,1,2,0,3
Chhattisgarh,KORBA,2005,0,3,0,0,0,0,1,0,1,0,4,0,5
Chhattisgarh,KORIYA,2005,0,1,0,0,0,0,4,5,0,0,5,0,10
Chhattisgarh,MAHASAMUND,2005,0,3,0,0,0,0,18,0,0,15,21,0,36
Chhattisgarh,NARAYANPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,RAIGARH,2005,0,3,0,0,0,0,0,20,0,12,3,0,35
Chhattisgarh,RAIPUR,2005,1,19,2,0,0,0,3,63,0,38,25,0,126
Chhattisgarh,RAJNANDGAON,2005,0,9,0,0,0,0,11,1,0,26,20,0,47
Chhattisgarh,SARGUJA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,SURAJPUR,2005,1,3,0,0,0,0,2,0,0,6,6,0,12
Goa,NORTH GOA,2005,0,1,0,0,0,0,0,0,0,0,1,0,1
Goa,SOUTH GOA,2005,0,0,0,0,0,0,0,1,0,0,0,0,1
Gujarat,AHMEDABAD COMMR.,2005,1,4,0,0,0,0,2,41,0,35,7,0,83
Gujarat,AHMEDABAD RURAL,2005,0,0,0,0,1,1,27,20,0,20,27,2,69
Gujarat,AHWA-DANG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,AMRELI,2005,1,0,0,0,0,0,2,0,0,8,3,0,11
Gujarat,ANAND,2005,0,0,1,1,0,0,2,18,3,23,3,1,48
Gujarat,BHARUCH,2005,0,1,0,0,0,0,2,6,0,4,3,0,13
Gujarat,BHAVNAGAR,2005,0,1,0,0,2,0,7,29,0,13,8,2,52
Gujarat,DAHOD,2005,0,0,0,1,1,0,0,1,0,1,0,2,4
Gujarat,GANDHINAGAR,2005,0,0,0,0,0,0,12,0,0,19,12,0,31
Gujarat,HIMATNAGAR,2005,0,1,1,1,1,0,7,17,0,17,9,2,45
Gujarat,JAMNAGAR,2005,0,0,0,0,0,1,10,39,0,28,10,1,78
Gujarat,JUNAGADH,2005,1,1,3,1,4,0,10,13,0,69,15,5,102
Gujarat,KHEDA NORTH,2005,0,0,3,1,1,1,5,25,0,8,8,3,44
Gujarat,KUTCH,2005,2,2,0,0,0,0,18,6,0,52,22,0,80
Gujarat,MEHSANA,2005,0,0,1,0,1,0,13,50,0,34,14,1,99
Gujarat,NARMADA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,NAVSARI,2005,0,0,1,0,0,0,0,1,0,1,1,0,3
Gujarat,PALANPUR,2005,2,1,1,1,0,2,22,85,0,55,26,3,169
Gujarat,PANCHMAHAL,2005,0,0,0,0,0,0,0,11,3,11,0,0,25
Gujarat,PATAN,2005,1,2,0,0,3,0,9,0,0,24,12,3,39
Gujarat,PORBANDAR,2005,0,0,0,0,0,0,3,10,0,10,3,0,23
Gujarat,RAJKOT COMMR.,2005,0,1,0,0,1,0,2,9,0,5,3,1,18
Gujarat,RAJKOT RURAL,2005,1,3,3,1,0,2,40,0,0,25,47,3,75
Gujarat,SURAT COMMR.,2005,0,0,1,0,0,0,1,0,0,2,2,0,4
Gujarat,SURAT RURAL,2005,1,1,1,0,0,0,1,5,0,1,4,0,10
Gujarat,SURENDRANAGAR,2005,0,1,0,0,2,0,71,29,0,28,72,2,131
Gujarat,VADODARA COMMR.,2005,0,0,0,0,0,0,2,8,0,11,2,0,21
Gujarat,VADODARA RURAL,2005,0,1,1,0,0,1,2,9,0,12,4,1,26
Gujarat,VALSAD,2005,0,0,1,0,0,0,0,2,0,1,1,0,4
Gujarat,W.RLY,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,AMBALA,2005,0,1,1,0,0,0,3,2,0,0,5,0,7
Haryana,BHIWANI,2005,0,0,0,0,0,0,0,5,0,7,0,0,12
Haryana,FARIDABAD,2005,1,6,2,0,0,0,6,8,0,17,15,0,40
Haryana,FATEHABAD,2005,0,3,2,0,0,0,1,1,0,0,6,0,7
Haryana,GRP,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,GURGAON,2005,0,0,1,0,0,0,7,7,0,12,8,0,27
Haryana,HISSAR,2005,0,1,0,0,0,0,7,2,0,4,8,0,14
Haryana,JHAJJAR,2005,0,0,0,0,0,0,0,3,0,0,0,0,3
Haryana,JIND,2005,1,1,4,0,0,0,0,15,0,5,6,0,26
Haryana,KAITHAL,2005,0,0,0,0,0,0,0,4,0,2,0,0,6
Haryana,KARNAL,2005,1,1,1,0,0,0,7,7,0,7,10,0,24
Haryana,KURUKSHETRA,2005,0,2,1,0,0,0,0,3,0,1,3,0,7
Haryana,MAHENDRAGARH,2005,1,2,0,0,0,1,4,0,0,10,7,1,18
Haryana,MEWAT,2005,0,0,0,0,0,1,0,1,0,3,0,1,5
Haryana,PANCHKULA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,PANIPAT,2005,1,6,1,0,1,0,5,5,0,13,13,1,32
Haryana,REWARI,2005,1,2,2,0,0,2,5,1,0,4,10,2,17
Haryana,ROHTAK,2005,1,1,0,0,0,0,1,3,0,7,3,0,13
Haryana,SIRSA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,SONIPAT,2005,3,7,0,0,0,1,6,4,0,3,16,1,24
Haryana,YAMUNANAGAR,2005,0,2,0,0,0,0,0,2,0,2,2,0,6
Himachal pradesh,BILASPUR,2005,0,1,0,0,0,0,0,2,0,2,1,0,5
Himachal pradesh,CHAMBA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal pradesh,G.R.P.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal pradesh,HAMIRPUR,2005,0,0,0,0,0,0,0,3,0,1,0,0,4
Himachal pradesh,KANGRA,2005,0,2,0,0,0,0,0,2,0,7,2,0,11
Himachal pradesh,KINNAUR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal pradesh,KULLU,2005,0,1,0,0,0,0,0,1,0,1,1,0,3
Himachal pradesh,LAHAUL-SPITI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal pradesh,MANDI,2005,0,1,0,0,0,0,0,0,1,3,1,0,5
Himachal pradesh,SHIMLA,2005,0,4,0,0,0,0,0,5,0,5,4,0,14
Himachal pradesh,SIRMAUR,2005,0,0,0,0,0,0,0,3,0,0,0,0,3
Himachal pradesh,SOLAN,2005,0,0,0,0,0,0,0,0,2,2,0,0,4
Himachal pradesh,UNA,2005,0,0,0,0,0,0,1,2,0,3,1,0,6
Jammu & kashmir,ANANTNAG,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,AWANTIPORA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,BARAMULLA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,BORDER,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,BUDGAM,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,CRIME JAMMU,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,CRIME SRINAGAR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,DODA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,GANDERBAL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,HANDWARA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,JAMMU,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,KARGIL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,KATHUA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,KULGAM,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,KUPWARA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,LEH,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,POONCH,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,PULWAMA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,RAILWAYS,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,RAJOURI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,RAMBAN,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,REASI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,SRINAGAR,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & kashmir,UDHAMPUR,2005,0,0,0,0,0,0,0,0,1,0,0,0,1
Jharkhand,BOKARO,2005,0,0,0,0,0,0,2,4,0,3,2,0,9
Jharkhand,CHAIBASA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,CHATRA,2005,0,0,0,0,0,0,3,1,0,4,3,0,8
Jharkhand,DEOGHAR,2005,0,1,1,0,0,2,3,23,0,1,5,2,31
Jharkhand,DHANBAD,2005,0,0,0,0,0,1,4,1,0,3,4,1,9
Jharkhand,DHANBAD RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,DUMKA,2005,2,0,0,0,0,1,2,2,2,2,4,1,11
Jharkhand,GARHWA,2005,0,1,0,0,0,0,3,1,0,16,4,0,21
Jharkhand,GIRIDIH,2005,3,2,0,0,0,0,15,1,0,0,20,0,21
Jharkhand,GODDA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,GUMLA,2005,0,0,0,0,0,0,4,4,1,1,4,0,10
Jharkhand,HAZARIBAGH,2005,0,0,0,0,0,0,4,2,2,9,4,0,17
Jharkhand,JAMSHEDPUR,2005,0,1,0,0,0,0,7,3,0,3,8,0,14
Jharkhand,JAMSHEDPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,JAMTARA,2005,1,1,0,0,0,0,3,1,0,5,5,0,11
Jharkhand,KODERMA,2005,0,0,0,0,0,1,2,0,0,2,2,1,5
Jharkhand,LATEHAR,2005,0,0,0,0,0,0,3,2,0,5,3,0,10
Jharkhand,LOHARDAGGA,2005,2,0,0,0,0,1,2,4,0,5,4,1,14
Jharkhand,PAKUR,2005,0,1,0,0,0,1,4,3,0,5,5,1,14
Jharkhand,PALAMU,2005,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,RANCHI,2005,0,1,0,0,0,0,5,5,2,26,6,0,39
Jharkhand,SAHEBGANJ,2005,5,0,0,0,0,0,2,3,0,6,7,0,16
Jharkhand,SARAIKELA,2005,0,0,0,0,0,0,2,1,1,5,2,0,9
Jharkhand,SIMDEGA,2005,0,0,0,0,0,1,1,3,0,3,1,1,8
Karnataka,BAGALKOT,2005,1,2,1,1,0,2,12,67,0,52,16,3,138
Karnataka,BANGALORE COMMR.,2005,0,4,0,0,0,0,4,110,11,0,8,0,129
Karnataka,BANGALORE RURAL,2005,0,0,0,0,0,0,0,147,0,0,0,0,147
Karnataka,BELGAUM,2005,0,0,0,0,0,0,0,31,0,0,0,0,31
Karnataka,BELLARY,2005,0,2,0,0,0,0,0,99,6,0,2,0,107
Karnataka,BIDAR,2005,0,0,1,0,0,0,14,31,0,15,15,0,61
Karnataka,BIJAPUR,2005,4,3,3,0,1,1,14,70,1,44,24,2,141
Karnataka,CHAMARAJNAGAR,2005,0,0,0,0,0,0,0,15,0,15,0,0,30
Karnataka,CHICKMAGALUR,2005,1,2,0,0,0,0,0,46,0,46,3,0,95
Karnataka,CHITRADURGA,2005,1,4,0,0,0,0,3,9,1,13,8,0,31
Karnataka,DAKSHIN KANNADA,2005,0,4,0,0,0,0,1,18,0,1,5,0,24
Karnataka,DAVANAGERE,2005,0,1,0,0,0,0,2,12,0,9,3,0,24
Karnataka,DHARWAD COMMR.,2005,0,0,0,0,0,0,0,3,0,3,0,0,6
Karnataka,DHARWAD RURAL,2005,0,0,0,0,0,0,0,16,0,16,0,0,32
Karnataka,GADAG,2005,0,0,0,0,0,0,0,16,0,16,0,0,32
Karnataka,GULBARGA,2005,3,1,1,1,0,1,24,94,3,68,29,2,196
Karnataka,HASSAN,2005,0,0,0,0,0,0,0,21,0,21,0,0,42
Karnataka,HAVERI,2005,0,0,0,0,0,0,0,11,0,11,0,0,22
Karnataka,K.G.F.,2005,0,0,0,0,0,0,0,11,0,0,0,0,11
Karnataka,KODAGU,2005,1,1,1,0,0,0,5,0,0,5,8,0,13
Karnataka,KOLAR,2005,2,0,1,0,0,0,0,65,0,65,3,0,133
Karnataka,KOPPAL,2005,0,0,0,0,0,0,0,50,1,0,0,0,51
Karnataka,MANDYA,2005,0,0,0,0,0,0,0,31,0,44,0,0,75
Karnataka,MYSORE COMMR.,2005,0,1,0,0,0,0,0,0,0,0,1,0,1
